parcel_id,building_no,Total Rooms,Year Built,Building SF,Energy Adj,Roughins,Bedrooms,Effect Age,Quality,Bsmt Wall,Plumb Fixt,Full Baths,Condition,Style,Bsmt SF,Fireplaces,Half Baths,Phys Depr,Design,Bsmt Fin,Porch,Kitchens,Funct Depr,Bldg Type,Bsmt Fin SF,Gar/Shed,Econ Depr,Notes
412080,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417001,1,3,1965,983.00,Average,1,2,61,3.00,No Data,5,1,Avg/Good,1 Story,,,,28,Ranch,,,1,,Single,,,,
417002,1,5,1967,832.00,Average,1,2,59,3.25,Blk 8in,5,1,Average,1 Story,240,1,,34,One Story,6,240,1,,Single,,,,
417005,1,4,1964,720.00,Average,1,2,62,3.50,Conc 8in,5,1,Average,1 Story,528,,,46,Log,1,192,1,,Camp,,,,
417006,1,4,1960,468.00,Average,1,2,,3.00,No Data,5,1,Salvage,1 Story,,,,99,MobileHome,,,1,,Mobile,,,,
417007,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417008,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417011,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417012,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417013,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417016,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417018,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417019,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417020,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417022,1,4,1963,792.00,Average,1,3,63,3.50,No Data,5,1,Fair,1 Story,,,,62,Camp,,96,1,,Camp,,,,
417027,1,2,2011,1558.00,Average,1,2,15,3.25,Conc 8in,8,2,Fair,1.5 Fin,520,,,23,Contemp,4,,1,,Single,320,,,
417030,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417031,1,4,2015,768.00,Average,1,2,11,3.50,No Data,5,1,Fair/Avg,1.5 Fin,,,,15,1.5 Sty,,112,1,,Camp,,,,
417032,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417033,1,6,1967,1324.00,Good,1,3,59,3.50,Conc 8in,10,2,Avg/Good,1.5 Fin,624,,,28,Log,1,1033,2,,Single,,,,
417035,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417036,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417039,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417042,1,4,1963,768.00,Average,1,2,63,2.75,No Data,5,1,Average,1 Story,,,,37,One Story,,340,1,,Single,,,,
417043,1,4,1961,1056.00,Average,1,2,65,3.00,No Data,5,1,Avg/Good,1.5 Fin,,,,30,1.5 Sty,,,1,,Single,,,,
417044,1,4,1962,651.00,Average,1,2,64,2.75,Conc 8in,5,1,Average,1 Story,899,1,,37,Ranch,1,248,1,,Single,,,,
417045,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417050,1,,,,No Data,,,,,No Data,,,No Data,No Data,,,,,No Data,,,,,No Data,,2320,,
417052,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417053,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417054,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417055,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417057,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417058,1,5,1965,944.00,Average,1,2,61,4.00,Blk 8in,5,1,Avg/Good,1 Story,312,,,36,Camp,1,,1,,Camp,,,,
417059,1,4,2018,1056.00,Good,1,2,8,3.25,No Data,8,2,Average,1 Story,,,,8,One Story,,232,1,,Single,,,,
417061,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417062,1,3,1963,528.00,Average,1,1,63,4.00,No Data,5,1,Average,1 Story,,,,46,Camp,,,1,,Camp,,,,
417063,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417064,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417065,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417067,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417068,1,2,1992,720.00,Average,1,1,34,4.00,No Data,5,1,Average,1.5 Fin,,,,28,Camp,,264,1,,Camp,,,,
417070,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417071,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417072,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417073,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417074,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417075,1,4,1958,530.00,Average,1,2,68,2.50,No Data,5,1,Avg/Good,1 Story,,,,66,MobileHome,,424,1,,Mobile,,,,
417076,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417077,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417078,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417079,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417080,1,4,1961,768.00,Average,1,2,65,3.00,No Data,5,1,Average,1 Story,,,,38,Log,,258,1,,Single,,,,
417082,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417083,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
4170831,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417085,1,3,1971,1232.00,Average,1,2,55,3.00,Conc 8in,5,1,Avg/Good,1.5 Fin,616,,,26,1.5 Sty,1,280,1,,Single,,,,
417088,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417089,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417090,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417091,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417092,1,4,1965,504.00,Average,,2,,3.00,No Data,1,,Salvage,1 Story,,,,99,Camp,,,1,,Camp,,,,
417093,1,2,1971,804.00,Average,1,2,55,4.00,Conc 8in,5,1,Average,1 Story,264,,,40,Camp,4,328,1,,Camp,264,,,
417094,1,4,2007,2021.00,Good,1,3,19,3.25,No Data,8,2,Average,1.5 Fin,,,,17,1.5 Sty,,602,1,,Single,,,,
4170981,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417099,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417101,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417104,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417106,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417107,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417108,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417109,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417110,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417111,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417112,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417113,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417114,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417115,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417116,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417117,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417118,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417120,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417121,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417122,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417123,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417126,1,5,1973,792.00,Average,1,2,53,2.50,No Data,5,1,Avg/Good,1 Story,,,,57,MobileHome,,120,1,,Mobile,,,,
417127,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417129,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417132,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417133,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417135,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417136,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417137,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417138,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417139,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417140,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417141,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417142,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417143,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417147,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417148,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417149,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417150,1,6,1981,1646.00,Average,1,4,45,3.00,Blk 8in,5,1,Fair/Avg,1.5 Fin,228,1,,35,1.5 Sty,1,351,1,,Single,,,,
417151,1,5,1968,1600.00,Average,1,2,58,3.00,Conc 8in,5,1,Poor,2 Story,1280,,,56,Colonial,1,,1,,Single,,,,
417152,1,3,1970,560.00,Average,1,1,56,4.00,No Data,5,1,Average,1.5 Fin,,,,41,Camp,,304,1,,Camp,,,,
417155,1,5,1986,1760.00,Average,1,3,40,2.75,Conc 8in,7,1,Average,1.5 Fin,585,,1,26,1.5 Sty,6,240,1,,Single,,,,
417156,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417158,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417162,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417163,1,4,1963,792.00,Average,1,1,63,2.75,Blk 8in,5,1,Average,1 Story,272,1,,37,Ranch,1,424,1,,Single,,,,
417167,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417169,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417173,1,2,2005,937.00,Good,1,1,21,3.00,Blk 8in,5,1,Average,1.5 Fin,576,,,18,Contemp,2,243,1,,Single,576,,,
417177,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417179,1,5,2024,2191.00,Good,1,3,2,4.00,Conc 8in,11,3,Average,1.5 Fin,600,,,1,Contemp,1,252,1,,Single,,,,
417180,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417181,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417182,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417183,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
4171831,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417184,1,,2026,1536.00,Good,1,2,,3.00,No Data,8,2,Average,2 Story,,,,,Two Story,,,1,,Single,,,,
417187,1,5,2005,1428.00,Good,1,2,21,3.00,Conc 8in,5,1,Average,1.5 Fin,374,,,18,CapeCod,1,135,1,,Single,,,,
417188,1,4,1994,1000.00,Average,1,2,32,2.75,Conc 8in,5,1,Average,1 Story,1000,,,22,Modular,1,288,1,,Single,,,,
417189,1,5,1966,1908.00,Good,1,3,60,3.00,Conc 8in,8,2,Avg/Good,1.5 Fin,1440,,,28,1.5 Sty,1,628,1,,Single,,,,
417190,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417194,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417196,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417197,1,5,1998,2048.00,Average,1,3,28,3.00,Conc 8in,5,1,Fair/Avg,1.5 Fin,1024,,,26,Contemp,1,128,1,,Single,,,,
417198,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417199,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417200,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417201,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417202,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417203,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417204,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417205,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417206,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417207,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417208,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417213,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417215,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417217,1,4,2020,1560.00,Good,1,2,6,3.50,No Data,5,1,Average,1 Story,,,,7,One Story,,,1,,Mobile,,,,
417219,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417222,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417223,1,4,2023,724.00,Good,1,3,3,3.00,No Data,8,2,Average,1.5 Fin,,,,3,1.5 Sty,,60,1,,Single,,,,
417225,1,3,1966,256.00,Average,,2,,1.00,No Data,,,Salvage,1 Story,,,,100,Camp,,,,,Camp,,,,
417228,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417229,1,4,2002,964.00,Average,1,2,24,3.00,Conc 8in,5,1,Average,1.5 Fin,672,,,19,CapeCod,1,368,,,Single,,,,
417231,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417232,1,4,1968,672.00,Average,1,2,58,2.75,No Data,5,1,Avg/Good,1 Story,,,,27,Ranch,,98,1,,Single,,,,
417234,1,6,1984,1536.00,Good,1,4,42,3.25,Conc 8in,10,2,Average,1.5 Fin,766,,1,27,CapeCod,4,144,1,,Single,566,864,,
417235,1,3,2024,1250.00,Good,1,1,2,3.25,No Data,5,1,Average,1.5 Fin,,,,1,1.5 Sty,,227,1,,Single,,,,
417236,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417239,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417241,1,4,1971,692.00,Average,1,1,55,2.50,Blk 8in,5,1,Fair,1 Story,692,,,47,Ranch,1,100,1,,Single,,,,
417242,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417244,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417247,1,7,1970,1306.00,Average,1,3,56,3.00,No Data,5,1,Poor,1.5 Fin,,,,55,1.5 Sty,,180,1,,Single,,296,,
417250,1,2,1975,308.00,Average,1,1,51,3.50,No Data,5,1,Average,1 Story,,,,38,Camp,,112,1,,Camp,,,,
417252,1,4,1962,600.00,Average,1,2,64,3.50,No Data,5,1,Poor,1 Story,,,,72,Camp,,60,1,,Camp,,,,
417252,2,,1970,550.00,Average,1,2,56,2.50,No Data,5,1,Poor,1 Story,,,,90,MobileHome,,,1,,Mobile,,,,
417253,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417254,1,5,1983,1120.00,Average,1,3,43,3.00,Conc 8in,8,2,Average,1 Story,1120,,,27,Log,1,718,1,,Single,,,,
417255,1,,,,No Data,,3,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417256,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417257,1,,1967,280.00,Average,,,,3.00,No Data,,,Salvage,1 Story,,,,100,Camp,,,,,Camp,,,,
4172571,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417258,1,4,1960,368.00,Average,,1,66,3.00,No Data,2,,Fair/Avg,1 Story,,,,98,Camp,,176,1,,Mobile,,,,
417259,1,4,2024,1394.00,Good,1,3,2,3.00,No Data,8,2,Average,1.5 Fin,,,,1,CapeCod,,740,1,,Single,,,,
417261,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417262,1,6,1995,1836.00,Average,1,3,31,3.50,No Data,8,2,Average,1 Story,,,,36,DblWide,,312,1,,Mobile,,,,
417264,1,3,2006,1200.00,Good,1,1,20,3.00,No Data,8,2,Avg/Good,1.5 Fin,,,,14,CapeCod,,156,1,,Single,,253,,
417266,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
4172661,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
4172662,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417267,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417268,1,7,1970,2360.00,Average,1,3,56,3.00,No Data,8,2,Avg/Good,2 Story,,1,,26,Colonial,,108,1,,Single,,504,,
417269,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417270,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
4172711,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417272,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
4172721,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417274,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417275,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417276,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417277,1,3,,512.00,No Data,1,1,45,2.75,No Data,5,1,Average,1 Story,,,,28,A-Frame,,160,1,,Single,,,,
417279,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417280,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417281,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417282,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417283,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417284,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417285,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417286,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417287,1,4,1968,814.00,Average,1,2,58,2.75,Blk 8in,5,1,Average,1.5 Fin,480,,,34,A-Frame,1,239,1,,Single,,,,
417288,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417290,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417291,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417292,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417293,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417294,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417295,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417296,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417297,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417300,1,3,1964,1280.00,Average,1,2,62,3.00,No Data,5,1,Fair,2 Story,,,,51,Two Story,,60,1,,Single,,,,
4173001,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
4173002,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417301,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417302,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
4173022,1,3,1962,734.00,Average,1,1,64,2.75,No Data,5,1,Fair,1.5 Fin,,,,52,A-Frame,,228,1,,Single,,,,
417303,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417304,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417305,1,3,1976,708.00,Average,1,2,50,4.00,No Data,5,1,Fair/Avg,1.5 Fin,,,,48,Camp,,209,1,,Camp,,,,
417306,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417307,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417310,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417313,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417317,1,5,1981,1008.00,Average,1,3,45,3.00,No Data,7,1,Salvage,1 Story,,,1,99,MobileHome,,64,1,,Mobile,,,,
417320,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417321,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417322,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417323,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417324,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
417325,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
